"","V1","V2","V3"
"26238",-0.351,-0.038,"3"
"26239",-0.086,-0.652,"3"
"26240",1.313,-0.403,"3"
"26241",-0.168,0.085,"3"
"26242",0.442,-1.082,"3"
"26243",0.989,-0.099,"3"
"26244",1.233,0.101,"3"
"26245",-0.350,-0.057,"3"
"26246",1.238,0.000,"3"
"26247",0.891,-0.343,"3"
"26248",-0.283,-0.040,"3"
"26249",-0.091,0.077,"3"
"26250",0.877,-0.839,"3"
"26251",1.160,-0.183,"3"
"26252",1.155,0.040,"3"
"26253",-0.211,-0.607,"3"
"26254",-0.369,-0.553,"3"
"26255",-0.365,0.025,"3"
"26256",0.138,1.614,"3"
"26257",-0.352,-0.707,"3"
"26258",0.216,-0.798,"3"
"26259",1.148,-0.373,"3"
"26260",-0.384,-0.062,"3"
"26261",1.249,0.171,"3"
"26262",1.316,0.383,"3"
"26263",-0.311,-0.031,"3"
"26264",0.108,1.949,"3"
"26265",-0.347,-0.126,"3"
"26266",0.117,1.756,"3"
"26267",0.106,-0.802,"3"
"26268",1.052,-0.253,"3"
"26269",0.341,1.463,"3"
"26270",1.501,0.640,"3"
"26271",0.120,-0.988,"3"
"26272",-0.195,0.059,"3"
"26273",-0.111,0.039,"3"
"26274",-0.211,0.062,"3"
"26275",-0.405,-0.379,"3"
"26276",-0.111,-0.632,"3"
"26277",0.398,-0.411,"3"
"26278",-0.312,-0.123,"3"
"26279",-0.518,-0.411,"3"
"26280",0.743,1.460,"3"
"26281",1.425,-0.174,"3"
"26282",1.481,0.972,"3"
"26283",1.397,0.798,"3"
"26284",0.313,-0.836,"3"
"26285",-0.351,-0.260,"3"
"26286",-0.402,-0.077,"3"
"26287",-0.088,0.074,"3"
"26288",-0.441,-0.279,"3"
"26289",-0.341,-0.522,"3"
"26290",-0.103,0.088,"3"
"26291",0.470,-0.615,"3"
"26292",0.912,1.220,"3"
"26293",-0.197,-0.500,"3"
"26294",-0.360,-0.045,"3"
"26295",-0.363,-0.008,"3"
"26296",0.303,1.821,"3"
"26297",-0.914,1.794,"3"
"26298",-0.262,-0.461,"3"
"26299",1.361,0.834,"3"
"26300",0.655,1.076,"3"
"26301",-0.308,-0.212,"3"
"26302",-0.380,0.013,"3"
"26303",1.131,-0.247,"3"
"26304",1.118,-0.544,"3"
"26305",-0.346,1.699,"3"
"26306",0.280,-0.612,"3"
"26307",0.081,-1.084,"3"
"26308",0.724,-0.695,"3"
"26309",0.656,1.718,"3"
"26310",-0.209,-0.592,"3"
"26311",0.386,1.835,"3"
"26312",0.751,-0.986,"3"
"26313",-0.227,-0.560,"3"
"26314",0.476,-0.833,"3"
"26315",-0.055,0.048,"3"
"26316",-0.039,0.044,"3"
"26317",1.129,0.094,"3"
"26318",0.395,-0.852,"3"
"26319",1.385,0.342,"3"
"26320",-0.236,-0.477,"3"
"26321",1.170,0.471,"3"
"26322",0.695,-1.109,"3"
"26323",-0.172,-0.704,"3"
"26324",1.322,0.639,"3"
"26325",0.824,1.168,"3"
"26326",-0.519,1.709,"3"
"26327",0.977,1.111,"3"
"26328",-0.998,1.919,"3"
"26329",1.020,-0.603,"3"
"26330",1.332,-0.050,"3"
"26331",0.099,-0.738,"3"
"26332",-0.708,1.796,"3"
"26333",0.535,-0.727,"3"
"26334",-0.420,-0.163,"3"
"26335",0.912,0.077,"3"
"26336",-0.429,-0.294,"3"
"26337",-0.370,-0.299,"3"
"26338",-0.322,-0.267,"3"
"26339",0.152,-0.893,"3"
"26340",-0.704,1.630,"3"
"26341",-0.291,-0.333,"3"
"26342",-0.102,1.629,"3"
"26343",0.222,1.549,"3"
"26344",1.085,-0.092,"3"
"26345",1.121,0.811,"3"
"26346",-0.024,1.393,"3"
"26347",1.070,-0.261,"3"
"26348",0.014,-0.909,"3"
"26349",-0.255,-0.774,"3"
"26350",-0.098,-0.883,"3"
"26351",-0.245,-0.644,"3"
"26352",0.774,-0.667,"3"
"26353",1.377,-0.034,"3"
"26354",-0.089,-0.877,"3"
"26355",-0.147,0.039,"3"
"26356",-0.428,-0.203,"3"
"26357",-0.436,1.573,"3"
"26358",1.072,-0.390,"3"
"26359",-0.234,0.056,"3"
"26360",-0.809,1.915,"3"
"26361",-0.344,-0.058,"3"
"26362",1.176,-0.182,"3"
"26363",0.393,1.632,"3"
"26364",0.566,-0.611,"3"
"26365",1.024,-0.807,"3"
"26366",-0.012,-0.637,"3"
"26367",1.242,0.336,"3"
"26368",-0.696,1.444,"3"
"26369",1.581,0.465,"3"
"26370",-0.337,-0.117,"3"
"26371",0.965,-0.181,"3"
"26372",-0.126,0.093,"3"
"26373",-0.270,-0.644,"3"
"26374",-0.467,-0.522,"3"
"26375",0.760,-0.476,"3"
"26376",0.471,-0.742,"3"
"26377",-0.340,-0.439,"3"
"26378",0.588,-0.714,"3"
"26379",-0.344,-0.227,"3"
"26380",-0.413,-0.553,"3"
"26381",1.136,-0.029,"3"
"26382",-0.202,1.796,"3"
"26383",0.450,1.116,"3"
"26384",-0.431,-0.293,"3"
"26385",-0.289,0.049,"3"
"26386",-0.045,0.047,"3"
"26387",1.465,0.201,"3"
"26388",0.786,-0.758,"3"
"26389",-0.141,0.068,"3"
"26390",-0.054,0.052,"3"
"26391",-0.084,2.068,"3"
"26392",-0.158,0.071,"3"
"26393",-0.405,-0.202,"3"
"26394",-0.298,-0.297,"3"
"26395",0.834,-0.318,"3"
"26396",-0.312,0.046,"3"
"26397",-0.406,-0.415,"3"
"26398",1.526,1.203,"3"
"26399",0.914,-0.424,"3"
"26400",0.817,-0.624,"3"
"26401",-0.373,-0.390,"3"
"26402",-0.095,0.069,"3"
"26403",0.351,-0.832,"3"
"26404",0.901,-0.242,"3"
"26405",-0.333,-0.024,"3"
"26406",0.564,-0.844,"3"
"26407",-0.055,0.055,"3"
"26408",0.416,-1.035,"3"
"26409",-0.269,1.267,"3"
"26410",-0.087,0.061,"3"
"26411",-0.939,1.789,"3"
"26412",0.698,-0.347,"3"
"26413",1.563,-0.218,"3"
"26414",-0.430,-0.081,"3"
"26415",1.469,0.122,"3"
"26416",-0.128,-0.518,"3"
"26417",1.071,0.879,"3"
"26418",-0.621,1.874,"3"
"26419",1.499,-0.018,"3"
"26420",-0.108,0.059,"3"
"26421",1.261,1.197,"3"
"26422",-0.114,0.080,"3"
"26423",1.224,0.894,"3"
"26424",1.068,1.381,"3"
"26425",0.053,-0.829,"3"
"26426",0.967,-0.376,"3"
"26427",0.664,1.639,"3"
"26428",-0.366,-0.123,"3"
"26429",1.410,-0.150,"3"
"26430",0.044,1.659,"3"
"26431",0.401,-0.695,"3"
"26432",-0.512,1.427,"3"
"26433",0.090,-0.763,"3"
"26434",0.941,-0.380,"3"
"26435",-0.249,0.081,"3"
"26436",-0.405,-0.347,"3"
"26437",-0.357,0.050,"3"
"26438",0.482,1.795,"3"
"26439",0.827,0.256,"3"
"26440",-0.017,0.023,"3"
"26441",0.932,1.111,"3"
"26442",0.062,-0.616,"3"
"26443",1.325,-0.194,"3"
"26444",0.533,-0.502,"3"
"26445",-0.096,-0.950,"3"
"26446",-0.322,1.661,"3"
"26447",0.417,-0.744,"3"
"26448",-0.120,-0.630,"3"
"26449",0.438,1.649,"3"
"26450",1.103,0.262,"3"
"26451",0.786,-0.634,"3"
"26452",-0.324,-0.628,"3"
"26453",-0.308,-0.204,"3"
"26454",0.532,-0.708,"3"
"26455",0.940,-0.424,"3"
"26456",1.252,0.495,"3"
"26457",-0.550,1.557,"3"
"26458",-0.138,0.065,"3"
"26459",1.391,-0.246,"3"
"26460",0.074,-0.764,"3"
"26461",-0.036,0.045,"3"
"26462",1.018,-0.720,"3"
"26463",-0.292,-0.473,"3"
"26464",0.777,1.421,"3"
"26465",-0.016,0.018,"3"
"26466",-0.158,0.046,"3"
"26467",-0.414,-0.725,"3"
"26468",0.503,1.521,"3"
"26469",-0.225,0.047,"3"
"26470",0.212,1.502,"3"
"26471",-0.296,-0.597,"3"
"26472",-0.193,2.446,"3"
"26473",-0.015,0.022,"3"
"26474",0.877,0.815,"3"
"26475",1.359,1.071,"3"
"26476",1.187,1.174,"3"
"26477",-0.074,0.070,"3"
"26478",1.051,0.400,"3"
"26479",1.135,-0.388,"3"
"26480",-0.092,0.078,"3"
"26481",-0.832,1.808,"3"
"26482",-0.431,-0.111,"3"
"26483",-0.298,-0.003,"3"
"26484",-0.014,0.021,"3"
"26485",-0.482,-0.349,"3"
"26486",0.041,-0.817,"3"
"26487",-0.015,0.021,"3"
"26488",1.176,1.497,"3"
"26489",-0.182,0.082,"3"
"26490",1.100,0.553,"3"
"26491",-0.062,-0.629,"3"
"26492",1.052,-0.522,"3"
"26493",0.008,1.926,"3"
"26494",1.171,-0.365,"3"
"26495",-0.407,1.403,"3"
"26496",0.844,1.318,"3"
"26497",1.345,0.346,"3"
"26498",-0.156,1.441,"3"
"26499",-0.372,-0.621,"3"
"26500",0.203,1.918,"3"
"26501",0.137,-0.889,"3"
"26502",1.065,-0.270,"3"
"26503",-0.353,-0.005,"3"
"26504",-0.182,-0.155,"3"
"26505",-0.248,-0.487,"3"
"26506",0.997,0.962,"3"
"26507",-0.649,2.059,"3"
"26508",0.283,-0.790,"3"
"26509",1.165,-0.003,"3"
"26510",-0.391,-0.312,"3"
"26511",-0.263,0.066,"3"
"26512",-0.315,-0.266,"3"
"26513",0.761,1.328,"3"
"26514",0.525,-0.745,"3"
"26515",1.409,0.272,"3"
"26516",-0.514,1.961,"3"
"26517",-0.377,-0.343,"3"
"26518",-0.480,-0.243,"3"
"26519",0.525,1.586,"3"
"26520",0.592,-0.390,"3"
"26521",-0.216,0.002,"3"
"26522",-0.125,0.057,"3"
"26523",-0.244,-0.010,"3"
"26524",-0.046,0.049,"3"
"26525",-0.851,1.512,"3"
"26526",-0.478,-0.288,"3"
"26527",1.166,0.375,"3"
"26528",0.505,-0.530,"3"
"26529",1.675,0.032,"3"
"26530",0.243,-0.985,"3"
"26531",-0.318,1.733,"3"
"26532",1.469,0.434,"3"
"26533",0.898,-0.620,"3"
"26534",1.336,-0.020,"3"
"26535",1.070,0.040,"3"
"26536",-0.347,-0.668,"3"
"26537",0.095,2.155,"3"
"26538",0.888,1.149,"3"
"26539",0.205,-0.767,"3"
"26540",0.001,-0.825,"3"
"26541",-0.399,-0.522,"3"
"26542",0.726,1.549,"3"
"26543",-0.699,1.760,"3"
"26544",1.220,-0.304,"3"
"26545",-0.347,-0.380,"3"
"26546",-0.315,-0.192,"3"
"26547",0.298,-0.837,"3"
"26548",1.290,0.882,"3"
"26549",0.436,-0.727,"3"
"26550",-0.868,1.541,"3"
"26551",0.745,1.503,"3"
"26552",1.359,0.459,"3"
"26553",-0.181,1.828,"3"
"26554",-0.372,-0.356,"3"
"26555",-0.141,0.076,"3"
"26556",-0.334,-0.017,"3"
"26557",0.926,-0.051,"3"
"26558",-0.023,-0.890,"3"
"26559",-0.264,-0.357,"3"
"26560",0.593,-0.781,"3"
"26561",0.178,1.327,"3"
"26562",1.465,0.403,"3"
"26563",-0.285,1.546,"3"
"26564",0.659,-0.744,"3"
"26565",-0.499,1.626,"3"
"26566",-0.248,0.056,"3"
"26567",0.707,1.088,"3"
"26568",0.744,-0.828,"3"
"26569",0.767,-0.543,"3"
"26570",0.632,-0.713,"3"
"26571",-0.317,-0.180,"3"
"26572",-0.388,-0.408,"3"
"26573",-0.471,2.215,"3"
"26574",1.022,1.054,"3"
"26575",1.567,0.592,"3"
"26576",-0.005,0.009,"3"
"26577",-0.034,0.040,"3"
"26578",0.001,2.019,"3"
"26579",0.927,0.710,"3"
"26580",-0.359,-0.596,"3"
"26581",0.202,-0.613,"3"
"26582",-0.132,1.717,"3"
"26583",-0.308,-0.537,"3"
"26584",-0.112,-0.924,"3"
"26585",0.557,2.022,"3"
"26586",-0.371,-0.061,"3"
"26587",0.335,-0.871,"3"
"26588",0.025,-0.799,"3"
"26589",0.259,-0.892,"3"
"26590",1.213,0.622,"3"
"26591",-0.235,0.013,"3"
"26592",-0.371,0.005,"3"
"26593",1.208,-0.489,"3"
"26594",1.074,-0.313,"3"
"26595",1.371,0.690,"3"
"26596",-0.349,1.762,"3"
"26597",1.548,0.177,"3"
"26598",-0.366,-0.133,"3"
"26599",1.301,0.513,"3"
"26600",-0.191,0.073,"3"
"26601",-0.008,0.012,"3"
"26602",-0.352,-0.197,"3"
"26603",0.918,1.039,"3"
"26604",-0.281,0.030,"3"
"26605",0.240,1.126,"3"
"26606",-0.410,-0.167,"3"
"26607",1.123,1.285,"3"
"26608",-0.036,0.041,"3"
"26609",-0.269,-0.499,"3"
"26610",1.038,-0.070,"3"
"26611",0.089,-0.839,"3"
"26612",-0.370,-0.278,"3"
"26613",0.184,-0.884,"3"
"26614",0.758,-0.348,"3"
"26615",-0.315,1.991,"3"
"26616",1.257,-0.339,"3"
"26617",0.477,1.615,"3"
"26618",-0.874,1.559,"3"
"26619",-0.006,0.009,"3"
"26620",0.665,-0.629,"3"
"26621",-0.428,-0.017,"3"
"26622",-0.037,0.040,"3"
"26623",0.950,-0.245,"3"
"26624",1.276,0.740,"3"
"26625",-0.512,-0.547,"3"
"26626",1.178,0.620,"3"
"26627",-0.407,-0.078,"3"
"26628",1.187,1.026,"3"
"26629",-0.019,-0.680,"3"
"26630",0.140,-0.841,"3"
"26631",-0.443,1.348,"3"
"26632",1.320,-0.428,"3"
"26633",1.081,-0.595,"3"
"26634",-0.067,0.067,"3"
"26635",-0.265,0.075,"3"
"26636",0.989,-0.571,"3"
"26637",1.667,0.801,"3"
"26638",0.599,1.768,"3"
"26639",1.043,1.325,"3"
"26640",0.810,-0.347,"3"
"26641",0.973,0.682,"3"
"26642",-0.412,-0.096,"3"
"26643",-0.135,-0.571,"3"
"26644",-0.115,-0.505,"3"
"26645",1.040,1.149,"3"
"26646",-0.060,0.053,"3"
"26647",-0.389,-0.018,"3"
"26648",1.303,0.576,"3"
"26649",-0.205,0.056,"3"
"26650",-0.045,-0.543,"3"
"26651",-0.249,0.065,"3"
"26652",-0.613,1.276,"3"
"26653",-0.248,-0.079,"3"
"26654",-0.373,1.318,"3"
"26655",1.119,1.081,"3"
"26656",-0.358,-0.089,"3"
"26657",1.261,-0.514,"3"
"26658",0.471,-0.654,"3"
"26659",0.849,-0.883,"3"
"26660",-0.123,0.086,"3"
"26661",-1.027,2.429,"3"
"26662",0.831,-0.449,"3"
"26663",1.206,0.326,"3"
"26664",-0.216,0.066,"3"
"26665",-0.051,0.047,"3"
"26666",-0.307,-0.082,"3"
"26667",0.877,-0.122,"3"
"26668",0.626,-0.489,"3"
"26669",-0.365,1.750,"3"
"26670",-0.018,0.026,"3"
"26671",-0.345,0.028,"3"
"26672",0.363,1.655,"3"
"26673",-0.334,-0.218,"3"
"26674",-0.428,-0.494,"3"
"26675",0.191,1.826,"3"
"26676",-0.276,1.924,"3"
"26677",1.329,0.343,"3"
"26678",-0.608,1.505,"3"
"26679",-0.333,0.055,"3"
"26680",1.092,-0.673,"3"
"26681",0.051,1.458,"3"
"26682",0.025,-0.683,"3"
"26683",-0.206,-0.826,"3"
"26684",-0.367,-0.206,"3"
"26685",-1.041,1.812,"3"
"26686",-0.197,0.062,"3"
"26687",-0.040,0.046,"3"
"26688",-0.178,-0.684,"3"
"26689",1.111,0.083,"3"
"26690",-0.164,0.070,"3"
"26691",-0.290,0.039,"3"
"26692",-0.053,0.049,"3"
"26693",-0.378,-0.065,"3"
"26694",0.007,-0.603,"3"
"26695",-0.241,-0.657,"3"
"26696",-0.129,-0.783,"3"
"26697",0.641,-0.801,"3"
"26698",0.110,-0.751,"3"
"26699",0.602,-0.363,"3"
"26700",1.408,0.031,"3"
"26701",-0.384,-0.038,"3"
"26702",-0.272,-0.410,"3"
"26703",-0.820,2.111,"3"
"26704",0.964,-0.364,"3"
"26705",-0.311,-0.006,"3"
"26706",1.247,-0.802,"3"
"26707",1.027,0.908,"3"
"26708",0.553,-0.938,"3"
"26709",-0.026,0.034,"3"
"26710",0.849,-0.667,"3"
"26711",0.229,-0.711,"3"
"26712",-0.112,1.626,"3"
"26713",1.307,0.454,"3"
"26714",-0.256,-0.395,"3"
"26715",-0.227,-0.235,"3"
"26716",1.141,0.068,"3"
"26717",0.205,-0.631,"3"
"26718",0.027,-0.642,"3"
"26719",0.792,-0.620,"3"
"26720",0.521,-0.802,"3"
"26721",0.161,1.328,"3"
"26722",1.298,0.573,"3"
"26723",-0.167,-0.955,"3"
"26724",-0.044,0.043,"3"
"26725",0.966,-0.622,"3"
"26726",0.342,1.827,"3"
"26727",0.935,-0.591,"3"
"26728",-0.350,1.379,"3"
"26729",-0.274,-0.006,"3"
"26730",-0.236,-0.533,"3"
"26731",0.128,-0.979,"3"
"26732",-0.463,-0.493,"3"
"26733",1.239,0.367,"3"
"26734",1.322,-0.123,"3"
"26735",0.901,1.005,"3"
"26736",1.016,0.895,"3"
"26737",0.892,0.866,"3"
"26738",-0.235,-0.463,"3"
"26739",0.555,-0.578,"3"
"26740",0.065,-0.933,"3"
"26741",0.797,0.719,"3"
"26742",-0.378,-0.105,"3"
"26743",-0.071,-0.753,"3"
"26744",-0.180,0.075,"3"
"26745",0.387,1.619,"3"
"26746",0.405,1.275,"3"
"26747",-0.239,0.041,"3"
"26748",1.293,-0.633,"3"
"26749",0.647,-0.656,"3"
"26750",1.721,0.866,"3"
"26751",0.790,1.774,"3"
"26752",0.163,-0.630,"3"
"26753",-0.324,-0.000,"3"
"26754",0.823,-0.304,"3"
"26755",1.591,0.054,"3"
"26756",-0.466,-0.449,"3"
"26757",0.871,-0.496,"3"
"26758",0.441,-0.823,"3"
"26759",-0.151,0.078,"3"
"26760",-0.244,0.067,"3"
"26761",-0.369,-0.251,"3"
"26762",0.973,1.282,"3"
"26763",1.481,0.885,"3"
"26764",0.990,0.532,"3"
"26765",0.453,-0.829,"3"
"26766",-0.322,-0.002,"3"
"26767",1.278,0.524,"3"
"26768",-0.000,2.026,"3"
"26769",0.364,-0.512,"3"
"26770",0.041,-0.750,"3"
"26771",0.607,1.044,"3"
"26772",1.345,-0.102,"3"
"26773",-0.240,-0.289,"3"
"26774",1.361,0.284,"3"
"26775",0.579,-0.340,"3"
"26776",0.721,-0.871,"3"
"26777",0.698,1.494,"3"
"26778",-0.016,0.023,"3"
"26779",-0.158,-0.718,"3"
"26780",1.220,-0.783,"3"
"26781",1.232,0.401,"3"
"26782",-0.176,-0.487,"3"
"26783",-0.208,-0.650,"3"
"26784",0.380,-0.710,"3"
"26785",-0.027,-0.910,"3"
"26786",-0.265,-0.441,"3"
"26787",0.598,1.426,"3"
"26788",-0.204,1.715,"3"
"26789",0.718,-0.591,"3"
"26790",0.824,-0.452,"3"
"26791",0.199,1.795,"3"
"26792",0.053,-0.575,"3"
"26793",-0.380,-0.126,"3"
"26794",-0.409,-0.306,"3"
"26795",-0.025,-0.783,"3"
"26796",0.531,1.203,"3"
"26797",1.031,0.820,"3"
"26798",1.410,-0.127,"3"
"26799",-0.163,-0.692,"3"
"26800",-0.184,-0.004,"3"
"26801",-0.395,-0.392,"3"
"26802",-0.088,0.072,"3"
"26803",-0.288,-0.021,"3"
"26804",1.558,-0.401,"3"
"26805",-0.193,0.069,"3"
"26806",-0.271,-0.400,"3"
"26807",-0.247,-0.686,"3"
"26808",-0.374,0.009,"3"
"26809",-0.560,1.142,"3"
"26810",0.297,1.186,"3"
"26811",0.567,1.660,"3"
"26812",1.058,0.958,"3"
"26813",-0.345,-0.089,"3"
"26814",0.818,-0.890,"3"
"26815",-0.422,-0.662,"3"
"26816",0.284,2.046,"3"
"26817",0.459,1.660,"3"
"26818",1.134,0.850,"3"
"26819",0.639,-0.772,"3"
"26820",-0.351,-0.224,"3"
"26821",-0.186,-0.754,"3"
"26822",-0.100,0.075,"3"
"26823",0.804,-0.597,"3"
"26824",-0.300,-0.049,"3"
"26825",1.348,0.723,"3"
"26826",0.027,-0.647,"3"
"26827",-0.059,0.043,"3"
"26828",-0.348,-0.580,"3"
"26829",1.279,0.696,"3"
"26830",0.552,-0.764,"3"
"26831",-0.791,1.651,"3"
"26832",0.792,-0.755,"3"
"26833",-0.318,2.406,"3"
"26834",1.041,0.243,"3"
"26835",1.521,0.540,"3"
"26836",0.238,-0.835,"3"
"26837",-0.013,0.018,"3"
"26838",1.018,0.468,"3"
"26839",-0.338,-0.228,"3"
"26840",-0.102,-0.731,"3"
"26841",-0.598,1.692,"3"
"26842",0.977,-0.547,"3"
"26843",1.202,0.106,"3"
"26844",-0.246,-0.860,"3"
"26845",-0.706,1.694,"3"
"26846",-0.006,0.010,"3"
"26847",1.120,-0.420,"3"
"26848",1.558,0.720,"3"
"26849",0.545,-1.075,"3"
"26850",-0.041,0.049,"3"
"26851",0.836,1.426,"3"
"26852",0.252,1.168,"3"
"26853",0.760,-0.654,"3"
"26854",1.077,-0.656,"3"
"26855",0.116,1.194,"3"
"26856",1.343,1.168,"3"
"26857",-0.336,-0.524,"3"
"26858",-0.478,2.225,"3"
"26859",-0.366,-0.514,"3"
"26860",1.432,0.553,"3"
"26861",0.158,-0.550,"3"
"26862",-0.069,0.055,"3"
"26863",0.315,-0.871,"3"
"26864",1.008,-0.492,"3"
"26865",-0.284,0.041,"3"
"26866",-0.176,0.087,"3"
"26867",-0.311,-0.340,"3"
"26868",-0.192,0.037,"3"
"26869",-0.430,-0.140,"3"
"26870",-0.153,-0.634,"3"
"26871",0.407,-0.804,"3"
"26872",0.615,-0.796,"3"
"26873",-0.223,0.081,"3"
"26874",-0.419,-0.463,"3"
"26875",-0.348,-0.063,"3"
"26876",-0.321,-0.546,"3"
"26877",1.401,0.589,"3"
"26878",1.113,-0.704,"3"
"26879",1.071,-0.685,"3"
"26880",0.105,1.455,"3"
"26881",0.095,-0.603,"3"
"26882",0.545,0.786,"3"
"26883",0.496,-0.824,"3"
"26884",0.425,-0.654,"3"
"26885",1.228,1.023,"3"
"26886",0.936,-0.329,"3"
"26887",-0.324,-0.072,"3"
"26888",0.991,1.090,"3"
"26889",-0.358,-0.194,"3"
"26890",1.376,0.444,"3"
"26891",0.063,-0.969,"3"
"26892",1.101,-0.548,"3"
"26893",-0.254,0.049,"3"
"26894",0.759,0.131,"3"
"26895",-0.080,1.803,"3"
"26896",-0.465,-0.132,"3"
"26897",-0.075,0.068,"3"
"26898",-0.385,-0.651,"3"
"26899",0.903,-0.038,"3"
"26900",-0.511,-0.230,"3"
"26901",-0.395,-0.046,"3"
"26902",1.048,0.297,"3"
"26903",-0.087,0.061,"3"
"26904",-0.346,-0.579,"3"
"26905",0.967,1.103,"3"
"26906",0.861,-0.623,"3"
"26907",0.885,-0.677,"3"
"26908",-0.488,0.869,"3"
"26909",-0.458,2.174,"3"
"26910",-0.285,-0.588,"3"
"26911",0.731,-0.605,"3"
"26912",0.562,1.193,"3"
"26913",-0.107,1.695,"3"
"26914",1.126,-0.258,"3"
"26915",0.914,0.008,"3"
"26916",1.163,0.468,"3"
"26917",0.943,1.225,"3"
"26918",-0.475,-0.092,"3"
"26919",-0.096,0.073,"3"
"26920",1.367,0.019,"3"
"26921",0.210,2.113,"3"
"26922",-0.000,0.000,"3"
"26923",1.203,0.038,"3"
"26924",-0.167,0.064,"3"
"26925",0.136,-0.642,"3"
"26926",-0.369,-0.587,"3"
"26927",0.307,-0.465,"3"
"26928",-0.558,-0.266,"3"
"26929",-0.418,-0.331,"3"
"26930",-0.023,-0.799,"3"
"26931",-0.155,-0.826,"3"
"26932",-0.392,-0.419,"3"
"26933",-0.033,0.041,"3"
"26934",1.502,0.705,"3"
"26935",0.132,-0.504,"3"
"26936",-0.078,0.067,"3"
"26937",-0.040,0.958,"3"
"26938",1.142,0.007,"3"
"26939",-0.112,-0.575,"3"
"26940",1.483,0.221,"3"
"26941",-0.011,0.016,"3"
"26942",0.032,-0.620,"3"
"26943",-0.128,0.087,"3"
"26944",-0.422,-0.369,"3"
"26945",-0.402,1.914,"3"
"26946",0.147,1.393,"3"
"26947",-0.501,-0.542,"3"
"26948",0.230,1.824,"3"
"26949",-0.191,0.031,"3"
"26950",0.264,-0.766,"3"
"26951",0.379,1.591,"3"
"26952",0.098,-0.865,"3"
"26953",0.089,-0.647,"3"
"26954",-0.339,1.674,"3"
"26955",0.379,-0.824,"3"
"26956",-0.373,-0.158,"3"
"26957",0.884,1.085,"3"
"26958",-0.343,-0.037,"3"
"26959",-0.310,-0.089,"3"
"26960",1.433,0.557,"3"
"26961",-0.128,0.080,"3"
"26962",1.057,-0.196,"3"
"26963",0.089,1.781,"3"
"26964",0.208,1.969,"3"
"26965",0.587,1.070,"3"
"26966",-0.287,-0.431,"3"
"26967",0.250,1.439,"3"
"26968",-0.253,0.062,"3"
"26969",-0.169,-0.546,"3"
"26970",0.987,-0.329,"3"
"26971",-0.275,0.049,"3"
"26972",-0.289,-0.635,"3"
"26973",-0.602,1.788,"3"
"26974",0.244,1.418,"3"
"26975",-0.158,0.096,"3"
"26976",0.332,-0.804,"3"
"26977",-0.284,-0.240,"3"
"26978",-0.419,-0.218,"3"
"26979",-0.128,0.086,"3"
"26980",0.782,-0.629,"3"
"26981",-0.241,-0.725,"3"
"26982",0.457,1.562,"3"
"26983",-0.602,1.737,"3"
"26984",-0.004,1.835,"3"
"26985",-0.325,-0.836,"3"
"26986",-0.347,-0.052,"3"
"26987",0.730,1.880,"3"
"26988",-0.346,-0.685,"3"
"26989",0.440,-0.544,"3"
"26990",1.535,-0.099,"3"
"26991",-0.342,-0.139,"3"
"26992",-0.127,0.064,"3"
"26993",-0.013,0.020,"3"
"26994",0.020,-0.725,"3"
"26995",0.411,-0.819,"3"
"26996",1.152,0.661,"3"
"26997",0.966,-0.063,"3"
"26998",-0.207,-0.592,"3"
"26999",-0.398,-0.707,"3"
"27000",-0.202,-0.575,"3"
"27001",-0.203,0.077,"3"
"27002",-0.106,0.070,"3"
"27003",-0.072,0.058,"3"
"27004",-0.448,-0.166,"3"
"27005",-0.211,-0.675,"3"
"27006",-0.381,-0.355,"3"
"27007",-0.298,-0.504,"3"
"27008",1.497,0.364,"3"
"27009",-0.217,-0.864,"3"
"27010",1.024,0.424,"3"
"27011",-0.437,-0.217,"3"
"27012",0.117,-0.851,"3"
"27013",0.259,-1.001,"3"
"27014",-0.064,-0.686,"3"
"27015",-0.359,-0.027,"3"
"27016",0.798,-0.590,"3"
"27017",-0.027,0.035,"3"
"27018",1.197,0.031,"3"
"27019",-0.371,0.010,"3"
"27020",-0.016,0.023,"3"
"27021",-0.257,0.018,"3"
"27022",-0.257,0.065,"3"
"27023",1.004,-0.064,"3"
"27024",0.792,-0.683,"3"
"27025",-0.449,-0.236,"3"
"27026",0.296,-0.672,"3"
"27027",-0.501,-0.105,"3"
"27028",1.270,0.134,"3"
"27029",0.982,0.652,"3"
"27030",0.367,-0.747,"3"
"27031",1.086,0.403,"3"
"27032",1.236,-0.184,"3"
"27033",-0.301,-0.085,"3"
"27034",0.103,1.143,"3"
"27035",1.063,0.938,"3"
"27036",-0.162,-0.600,"3"
"27037",1.238,2.071,"3"
"27038",-0.316,-0.179,"3"
"27039",0.693,1.030,"3"
"27040",-0.008,-0.905,"3"
"27041",1.307,0.261,"3"
"27042",1.009,0.779,"3"
"27043",-0.079,0.072,"3"
"27044",0.298,1.494,"3"
"27045",0.575,-0.692,"3"
"27046",1.121,-0.292,"3"
"27047",-0.241,-0.718,"3"
"27048",0.749,-0.661,"3"
"27049",0.762,-0.377,"3"
"27050",0.367,-0.699,"3"
"27051",0.792,1.257,"3"
"27052",0.008,-0.683,"3"
"27053",-0.249,-0.534,"3"
"27054",-0.360,-0.089,"3"
"27055",-0.315,0.047,"3"
"27056",0.730,-0.545,"3"
"27057",-0.569,-0.260,"3"
"27058",1.375,-0.751,"3"
